flag,category,severity,alignment_confidence,alignment_tier,exact_or_best_effort,alignment_source,alignment_key_used,ticker,date,task_id,adapters_involved,source_fields,source_atoms,detail,limitation
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JNJ in known universe,JNJ,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on JNJ; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=MSFT in known universe,MSFT,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,deepalpha","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on MSFT; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=MSFT in known universe,MSFT,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,finrl","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on MSFT; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=MSFT in known universe,MSFT,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,prediction_arena","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on MSFT; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=MSFT in known universe,MSFT,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on MSFT; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,deepalpha","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on QQQ; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,finrl","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on QQQ; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,prediction_arena","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on QQQ; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on QQQ; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=XOM in known universe,XOM,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,deepalpha","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on XOM; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=XOM in known universe,XOM,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,finrl","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on XOM; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=XOM in known universe,XOM,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,prediction_arena","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on XOM; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=XOM in known universe,XOM,2026-07-06,observation_batch_day1__2026-07-06,"deepalpha,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,deepalpha LONG on XOM; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=AAPL in known universe,AAPL,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,qlib","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,qlib LONG on AAPL; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=AAPL in known universe,AAPL,2026-07-06,observation_batch_day1__2026-07-06,"finrl,qlib","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,qlib LONG on AAPL; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=AAPL in known universe,AAPL,2026-07-06,observation_batch_day1__2026-07-06,"prediction_arena,qlib","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,qlib LONG on AAPL; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=AAPL in known universe,AAPL,2026-07-06,observation_batch_day1__2026-07-06,"qlib,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,qlib LONG on AAPL; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JNJ in known universe,JNJ,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JNJ; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JNJ in known universe,JNJ,2026-07-06,observation_batch_day1__2026-07-06,"finrl,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JNJ; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JNJ in known universe,JNJ,2026-07-06,observation_batch_day1__2026-07-06,"prediction_arena,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JNJ; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JNJ in known universe,JNJ,2026-07-06,observation_batch_day1__2026-07-06,vibe_trading,"q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JNJ; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JPM in known universe,JPM,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JPM; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JPM in known universe,JPM,2026-07-06,observation_batch_day1__2026-07-06,"finrl,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JPM; finrl validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JPM in known universe,JPM,2026-07-06,observation_batch_day1__2026-07-06,"prediction_arena,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JPM; prediction_arena validation_status=fail (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=JPM in known universe,JPM,2026-07-06,observation_batch_day1__2026-07-06,vibe_trading,"q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on JPM; vibe_trading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
LONG_WITH_WEAK_VALIDATION,cross_question,medium,context_exact,context_exact,best_effort,none,task_id=observation_batch_day1__2026-07-06 + ctx_alignment_source=index_csv confirmed ticker=QQQ in known universe,QQQ,2026-07-06,observation_batch_day1__2026-07-06,"agentictrading,vibe_trading","q3.direction,q5.total_return,q5.sharpe,q5.max_drawdown,q5.win_rate",,vibe_trading LONG on QQQ; agentictrading validation_status=weak (task observation_batch_day1__2026-07-06),Q5Backtest has no ticker/date field in CONTRACT/schemas.py. Joined on task_id (upgraded to context_exact when analysis/icaif_alignment.py confirms the ticker is a member of the batch's known portfolio_universe) — never a guarantee the Q5 backtest is really about this adapter's strategy for this ticker.
